SMILES,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
CCCCCCCCCC[C@@H](O)[C@@H]1CC[C@@H]([C@@H]2CC[C@@H]([C@@H](O)CCCCCCCCCC[C@@H](O)CC3=C[C@@H](C)OC3=O)O2)O1,"CCCCCCCCCC[C@H]([C@@H]1CC[C@H](O1)[C@@H]2CC[C@H](O2)[C@H](CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O",81,Done,342.08,-2.66821,"grid_allosteric",0,-1.07565,-2.66821,-2.50323,,-3.45488,0,0,0,3.86328,0.502287,0,0,0,0,0,1,0,0,-2.66821,-35.4787,-14.342,-49.8208,15.6571,-60.1311
CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCCC[C@H](O)CCCCCCCC2=C[C@H](C)OC2=O)O1,"CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCC[C@@H](CCCCCCCC2=C[C@@H](OC2=O)C)O)O)O",82,Done,319.82,-4.666,"grid_allosteric",0,-0.738755,-4.666,-1.99325,,-4.28018,0,0,0,1.85626,0.620759,0,0,0,0,0,1,-0.130841,0,-4.666,-37.2902,-9.85007,-47.1403,9.7276,-64.18
CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@@H]([C@@H](O)CCCCC(=O)CCCCCCCC2=C[C@H](C)OC2=O)O1,"CCCCCCCCCCCC[C@H]([C@H]1CC[C@H](O1)[C@H](CCCCC(=O)CCCCCCCC2=C[C@@H](OC2=O)C)O)O",83,Done,317.65,-2.77506,"grid_allosteric",0,-0.583489,-2.77506,-1.85221,,-4.4255,0,1,0,2.55839,0.625848,0,0,0,0,0,1,-0.0980897,0,-2.77506,-43.8815,-7.77985,-51.6614,15.799,-67.9032
CCCCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CC[C@H](O)CCCCCCCC2=C[C@H](C)OC2=O)O1,"CCCCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CC[C@@H](CCCCCCCC2=C[C@@H](OC2=O)C)O)O)O",84,Done,304.61,-4.7101,"grid_allosteric",0,-0.770388,-4.7101,-1.73153,,-4.11234,0,0,0,1.38856,0.620759,0,0,0,0,0,1,-0.105164,0,-4.7101,-37.3824,-10.2718,-47.6542,16.5203,-62.0032
CCCCCCCCCCCC[C@@H](O)[C@@H](O)CC[C@@H](O)[C@H]1CC[C@@H](CCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCCCCCCCCCC(C(CCC(C1CCC(O1)CCCCCCC[C@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",85,Done,426.79,-5.52888,"grid_allosteric",0,-1.21806,-5.52888,-4.09926,,-3.18085,0,0,0,2.38711,0.582172,0,0,0,0,0,1,0,0,-5.52888,-31.7575,-16.2408,-47.9983,20.241,-55.5622
CCCCC[C@@H](O)[C@@H](O)CCCCCC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCCC(C(CCCCCC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCC[C@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",86,Done,570.32,-5.11417,"grid_allosteric",0,-0.699502,-5.11417,-2.55,,-4.2333,0,1,0,0.913983,0.582172,0,0,0,0,0,1,-0.127525,0,-5.11417,-39.8073,-9.32669,-49.134,20.737,-57.6793
CCCCC[C@@H](O)[C@@H](O)CCCCCC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCC[C@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCCC(C(CCCCCC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCC[C@@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",87,Done,492.4,-4.77772,"grid_allosteric",0,-0.718594,-4.77772,-1.75651,,-4.06558,0,0,0,1.18079,0.582172,0,0,0,0,0,1,0,0,-4.77772,-39.1529,-9.58126,-48.7341,13.0467,-61.5624
CCCCCCC[C@@H](O)[C@@H](O)CC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCCCCC(C(CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCCCC[C@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",88,Done,465.11,-6.46928,"grid_allosteric",0,-0.773942,-6.46928,-3.49987,,-3.90283,0,0,0,1.58997,0.582172,-0.375,0,0,0,0,1,-0.0897846,0,-6.46928,-35.1077,-10.3192,-45.4269,13.3184,-51.4052
CCCCCCC[C@@H](O)[C@@H](O)CC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCCCCC(C(CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCC[C@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",89,Done,451.25,-6.53777,"grid_allosteric",0,-1.13855,-6.53777,-2.99032,,-3.46794,0,0,0,0.516563,0.596793,0,0,0,0,0,1,-0.0543127,0,-6.53777,-35.6547,-15.1807,-50.8354,25.169,-58.5838
CCCC[C@@H](O)[C@@H](O)C/C=C\CC[C@H](O)[C@@H]1CC[C@@H](CCCCCCCCCCCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1,"CCCCC(C(C/C=C\CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCCCC[C@H](CC2=C[C@@H](OC2=O)C)O)O)O)O",90,Done,363.53,-5.82457,"grid_allosteric",0,-0.849906,-5.82457,-2.4,,-3.64297,0,0,0,0.90684,0.561462,0,0,0,0,0,1,-0.4,0,-5.82457,-36.0175,-11.3321,-47.3496,21.991,-50.4141
CCCCCCC[C@@H](O)[C@@H](O)CCCC[C@@H](O)[C@H]1CC[C@H](CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,"CCCCCCCC(C(CCCC[C@H]([C@H]1CC[C@@H](O1)CCCCCCCCCCCCC2=C[C@@H](OC2=O)C)O)O)O",91,Done,292.11,-5.14338,"grid_allosteric",0,-0.491818,-5.14338,-2.105,,-3.71621,0,0,0,0.680413,0.620759,0,0,0,0,0,1,-0.131525,0,-5.14338,-36.2926,-6.55757,-42.8502,13.2079,-48.8903
CCCCC/C=C\CC[C@@H](O)[C@@H](O)CCCC[C@@H](O)[C@H]1CC[C@H](CCCCCCCCCCCCC2=C[C@H](C)OC2=O)O1,"CCCCC/C=C\CCC(C(CCCC[C@H]([C@H]1CC[C@@H](O1)CCCCCCCCCCCCC2=C[C@@H](OC2=O)C)O)O)O",92,Done,282.5,-2.95628,"grid_allosteric",0,-0.593174,-2.95628,-1.33,,-3.82634,0,0,0,2.39179,0.583974,0,0,0,0,0,1,-0.182529,0,-2.95628,-38.8764,-7.90899,-46.7853,10.592,-55.9487
CCCCCCCCCC[C@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,"CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCCCCC3=C[C@@H](OC3=O)C)O)O",93,Done,405.41,-4.74724,"grid_allosteric",0,-0.451566,-4.74724,-1.52251,,-3.42232,0,0,0,0.239551,0.545689,0,0,0,0,0,1,-0.136083,0,-4.74724,-32.0179,-6.02089,-38.0388,10.0847,-51.2609
C[C@H]1C=C(C[C@H](O)CCCCCCCCCC[C@@H](O)[C@H]2CCC(=O)O2)C(=O)O1,"C[C@H]1C=C(C(=O)O1)C[C@@H](CCCCCCCCCC[C@H]([C@H]2CCC(=O)O2)O)O",94,Done,237.42,-4.39013,"grid_allosteric",0,-0.542453,-4.39013,-1.75714,,-2.62368,-0.178275,0,0,0.418096,0.693323,0,0,0,0,0,1,-0.4,0,-4.39013,-30.354,-7.23271,-37.5867,12.5691,-41.592
CCCCCC[C@@H](O)CCC[C@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCC[C@@H](O)CCCCCCCC3=C[C@@H](C)OC3=O)O2)O1,"CCCCCCC(CCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCC(CCCCCCCC3=CC(OC3=O)C)O)O)O)O",95,Done,511.3,-5.63957,"grid_allosteric",0,-0.922185,-5.63957,-1.97848,,-4.15978,0,0,0,1.21973,0.471989,-0.270829,0,0,0,0,1,0,0,-5.63957,-39.0661,-12.2958,-51.3619,19.9459,-62.6102
CCCCCC[C@H](O)CCC[C@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,"CCCCCC[C@@H](CCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCCCCCCC3=C[C@@H](OC3=O)C)O)O)O",96,Done,466.27,-6.07977,"grid_allosteric",0,-0.968553,-6.07977,-2.00296,,-4.79895,0,0,0,1.3207,0.502287,0,0,0,0,0,1,-0.132309,0,-6.07977,-40.1975,-12.914,-53.1115,14.3104,-69.6109
CCCCCCCCCC[C@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,"CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCCCCCCC3=C[C@@H](OC3=O)C)O)O",97,Done,410.68,-3.76698,"grid_allosteric",0,-0.703707,-3.76698,-2.57904,,-3.51557,0,0,0,2.4963,0.535027,0,0,0,0,0,1,0,0,-3.76698,-31.7991,-9.38276,-41.1818,14.8319,-50.4307
CC(C)=C1C=C(CN2CCCC2=O)C(=O)O1,"CC(=C1C=C(C(=O)O1)CN2CCCC2=O)C",98,Done,12.15,-2.90127,"grid_allosteric",0,-0.44235,-2.90127,-1.82294,,-0.842318,-0.5,0,0,0.410883,0.295451,0,0,0,0,0,1,0,0,-2.90127,-14.3472,-5.89799,-20.2452,0.516527,-23.8248
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,"CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O",99,Done,13.68,-3.44362,"grid_allosteric",0,-0.203123,-3.44362,-1.18,,-1.69049,-0.338827,0,0,0.0748151,0,0,0,0,0,0,1,-0.105988,0,-3.44362,-23.3347,-2.7083,-26.043,3.5695,-33.8059
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,"CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC",100,Done,25.41,-3.09632,"grid_allosteric",0,-0.549232,-3.09632,-1.11525,,-1.44563,-0.168543,3.11125e-09,0,0.129695,0.0526333,0,0,0,0,0,1,0,0,-3.09632,-19.7757,-7.32309,-27.0987,0.80111,-33.436
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H]([C@H](OC(C)=O)[C@H]4O[C@@]34C)[C@@](O)(CCl)C[C@@H](OC(=O)/C(C)=C/CO)[C@@H]12,"C/C(=C\CO)/C(=O)O[C@@H]1C[C@@](C2[C@@H]([C@@H]3[C@](C2[C@@H]4[C@@H]1C(=C)C(=O)O4)(O3)C)OC(=O)C)(CCl)O",101,Done,14.34,-3.47297,"grid_allosteric",0,-0.725985,-3.47297,-2.29339,,-0.782875,0,0.0703808,0,0.066194,0.195288,0,0,0,0,0,1,-0.00257984,0,-3.47297,-15.6002,-9.6798,-25.28,4.4299,-29.4648
C=C(C)[C@@H]1CC[C@@]2(C)[C@H](O)CC[C@](C)(O)[C@@H]2C1,"CC(=C)[C@@H]1CC[C@]2([C@@H](CC[C@]([C@@H]2C1)(C)O)O)C",102,Done,5.95,-1.20974,"grid_allosteric",0,-0.355561,-1.20974,-0.829796,,-1.51233,-0.5,0,0,1.85776,0.130184,0,0,0,0,0,1,0,0,-1.20974,-16.7857,-4.74081,-21.5265,0.430373,-25.7501
C=C1CC[C@@H](O)[C@]2(C)CC[C@@H](C(C)C)[C@H](O)[C@@H]12,"CC(C)[C@@H]1CC[C@]2([C@@H](CCC(=C)[C@@H]2[C@H]1O)O)C",103,Done,9.68,-2.85888,"grid_allosteric",0,-0.1202,-2.85888,-0.7,,-1.41072,-0.5,0,0,0.072041,0,-0.2,0,0,0,0,1,0,0,-2.85888,-15.7761,-1.60267,-17.3787,4.00869,-19.0254
C=C1CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@]2(C)CC[C@@H](C(C)C)[C@H](O)[C@@H]12,"CC(C)[C@@H]1CC[C@]2([C@@H](CCC(=C)[C@@H]2[C@H]1O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C",104,Done,48.16,-3.09545,"grid_allosteric",0,-0.547439,-3.09545,-1.33144,,-1.26576,-0.164979,0,0,0.0570171,0.157142,0,0,0,0,0,1,0,0,-3.09545,-18.6774,-7.29919,-25.9766,6.29213,-29.5055
C=C1C(=O)O[C@@H]2[C@@H]3C(=C(CO)C[C@@H](OC(=O)/C(C)=C\C)[C@@H]12)C[C@H](O)[C@]3(C)O,"C/C=C(/C)\C(=O)O[C@@H]1CC(=C2C[C@@H]([C@]([C@@H]2[C@@H]3[C@@H]1C(=C)C(=O)O3)(C)O)O)CO",105,Done,6.93,-4.67652,"grid_allosteric",0,-0.742319,-4.67652,-2.46435,,-1.25292,-0.238613,1.27591e-06,0,0.0744048,0.231992,-0.275,0,0,0,0,1,-0.0097102,0,-4.67652,-13.2146,-9.89759,-23.1122,0.545831,-29.7746
C=C1C(=O)O[C@@H]2[C@@H]3[C@@H]([C@H](O)[C@H]4O[C@@]34C)[C@@](O)(CCl)C[C@@H](OC(=O)/C(C)=C/CO)[C@@H]12,"C/C(=C\CO)/C(=O)O[C@@H]1C[C@@]([C@H]2[C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)[C@]4([C@@H]([C@H]2O)O4)C)(CCl)O",106,Done,31.36,-3.27533,"grid_allosteric",0,-0.953528,-3.27533,-1.675,,-1.03466,-0.0704653,0.01172,0,0.261435,0.185179,0,0,0,0,0,1,0,0,-3.27533,-16.5588,-12.7137,-29.2725,2.38907,-35.8941
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@@]1(O)C4=C(CC[C@]31C)C(=O)OC4)C2=O,"CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@]5(C[C@H]7[C@]4(C2=O)O7)O)COC6=O)C",107,Done,9.46,-3.1886,"grid_allosteric",0,-0.497022,-3.1886,-1.11135,,-1.45067,-0.252052,0,0,0.122483,0,0,0,0,0,0,1,0,0,-3.1886,-18.4698,-6.62696,-25.0968,3.63174,-30.5725
C[C@@H](CO)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13C2=O,"C[C@@H](CO)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4(C2=O)O7)COC6=O)C",108,Done,20.83,-3.62245,"grid_allosteric",0,-0.633973,-3.62245,-1.45487,,-1.50854,-0.252052,0,0,0.108744,0.118242,0,0,0,0,0,1,0,0,-3.62245,-19.8703,-8.45297,-28.3233,5.26451,-34.8711
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O,"CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4([C@@H]2O)O7)COC6=O)C",109,Done,13.04,-4.01823,"grid_allosteric",0,-0.657601,-4.01823,-2.2367,,-0.995724,-0.298663,0,0,0.345454,0,-0.175,0,0,0,0,1,0,0,-4.01823,-16.414,-8.76801,-25.182,0.659961,-31.3938
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13C2=O,"CC(C)[C@@]12[C@@H](O1)[C@H]3[C@@]4(O3)[C@]5(CCC6=C([C@@H]5C[C@H]7[C@]4(C2=O)O7)COC6=O)C",110,Done,8.72,-3.25624,"grid_allosteric",0,-0.466552,-3.25624,-1.09129,,-1.50085,-0.305383,0,0,0.10784,0,0,0,0,0,0,1,0,0,-3.25624,-18.8588,-6.2207,-25.0795,3.64071,-30.4493
Cc1cc2c(cc1O)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C=C2,"CC1=CC2=C(C=C1O)[C@]3(CC[C@@H](C([C@@H]3C=C2)(C)C)O)C",111,Done,6.97,-3.4918,"grid_allosteric",0,-0.359549,-3.4918,-1.33,,-1.432,-0.5,0,0,0.429746,0,-0.3,0,0,0,0,1,0,0,-3.4918,-15.3283,-4.79399,-20.1223,0.786709,-25.4857
Cc1cc2c(cc1O)[C@@]1(C)CC[C@H](O)C(C)(C)C1=CC2=O,"CC1=CC2=C(C=C1O)[C@]3(CC[C@@H](C(C3=CC2=O)(C)C)O)C",112,Done,5.18,-1.93266,"grid_allosteric",0,-0.447116,-1.93266,-1.22129,,-1.05373,-0.5,1.2388,0,0.0506739,0,0,0,0,0,0,1,0,0,-1.93266,-18.269,-5.96155,-24.2305,0.520129,-30.2832
Cc1cc2ccc(C)c(CCC(=O)C(C)C)c2cc1O,"CC1=C(C2=C(C=C1)C=C(C(=C2)O)C)CCC(=O)C(C)C",113,Done,16.35,-3.87634,"grid_allosteric",0,-0.778965,-3.87634,-2.14339,,-1.01106,-0.5,0,0,0.242499,0.314577,0,0,0,0,0,1,0,0,-3.87634,-16.9798,-10.3862,-27.366,2.60037,-34.9068
C/C(=C\CO)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C,"C[C@@H](CCC[C@H](C)CCC/C(=C/CO)/C)CCCC(C)C",114,Done,222.16,-0.00377534,"grid_allosteric",0,-0.143148,-0.00377534,-0.458696,,-2.12296,-0.5,0,0,1.07787,2.14315,0,0,0,0,0,1,0,0,-0.00377534,-20.3506,-1.90864,-22.2592,3.92548,-25.6318
CC1(C)C(=O)CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@@]5(C)CCC(=O)O5)CC[C@@]2(C)[C@@H]4[C@@H](O)C[C@@H]13,"C[C@]12CC[C@@]34C[C@@]35CCC(=O)C([C@@H]5C[C@@H]([C@H]4[C@@]1(CC[C@@H]2[C@]6(CCC(=O)O6)C)C)O)(C)C",115,Done,11.79,-2.77297,"grid_allosteric",0,-0.415829,-2.77297,-1.63434,,-1.69133,-0.0713197,0,0,1.16557,0.046345,0,0,0,0,0,1,-0.172066,0,-2.77297,-22.564,-5.54439,-28.1084,0.497251,-36.8827
C/C(=C/CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,"C[C@H](CC/C=C(/C)\C(=O)O)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CCC(=O)C5(C)C)C)C",116,Done,30.4,-2.23747,"grid_allosteric",0,-0.419987,-2.23747,-1.57386,,-2.39552,0,0,0,1.94373,0.208163,0,0,0,0,0,1,0,0,-2.23747,-24.5628,-5.59983,-30.1626,4.56019,-37.1401
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,"C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O",117,Done,21.88,-0.880297,"grid_allosteric",0,-0.301948,-0.880297,-1.16752,,-1.89065,0,2,0,0.438517,0.0412987,0,0,0,0,0,1,0,0,-0.880297,-25.4061,-4.02597,-29.432,2.42827,-36.6779
C=C[C@@](C)(O)CC/C=C(\C)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@H]7OC[C@@H](O)[C@@H](O)[C@@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)C[C@H]3O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO[C@@H]9[C@H]([C@@H]([C@@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/C)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",118,Done,1537.61,-7.99649,"grid_allosteric",0,-1.58512,-7.99649,-5.38347,,-1.33648,0,0.00507177,0,0.300427,0.00307418,0,0,0,0,0,1,0,0,-7.99649,-18.0601,-21.1349,-39.195,10.3433,10000
C=C[C@@](C)(O)CC/C=C(\CO)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@@H]7OC[C@H](O)[C@H](O)[C@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@@]34CC[C@@]5(C(=CC[C@H]6[C@]5(CC[C@@H]7[C@@]6(CC[C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)C)[C@@H]3CC(CC4)(C)C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",119,Done,1148.52,-11.8811,"grid_allosteric",0,-1.94005,-11.8811,-7.48257,,-3.14878,0,0.00501809,0,0.677019,0.0082787,0,0,0,0,0,1,0,0,-11.8811,-48.1504,-25.8673,-74.0177,24.874,-83.9999
C=C[C@@](C)(O)CC/C=C(\CO)C(=O)OC[C@H]1O[C@@H](OC(=O)[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO[C@H]7OC[C@H](O)[C@@H](O)[C@@H]7O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)C[C@H]3O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@@H]9[C@H]([C@@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)COC(=O)/C(=C/CC[C@@](C)(C=C)O)/CO)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O",120,Done,1756.11,-11.8279,"grid_allosteric",0,-2,-11.8279,-7.64,,-2.82097,0,0.000893941,0,0.627069,0.00507387,0,0,0,0,0,1,0,0,-11.8279,-41.5382,-28.2737,-69.8118,19.0219,-80.6052
