	SMILES
310	CCCCCCCCCCCCCC[C@@H]([C@H](CC1)O[C@H]1[C@@H](CC[C@@H](CCCCC[C@H](CC1=C[C@H](C)OC1=O)O)O)O)O
311	COc1ccc([C@H]([C@@H](C[C@@H]([C@@H](c(cc2)ccc2OC)Oc2c3c(O)cc(O)c2)C3=O)C2=O)Oc3c2c(O)cc(O)c3)cc1
313	C[C@H](C[C@H]1O2)[C@@H]([C@@](C)(CC[C@@]3(C4)[C@@]44CC5)[C@@](C)([C@H]6O)C3=CC[C@@H]4C(C)(C)[C@H]5O[C@@H]([C@@H]([C@H]3O)O)OC[C@H]3O)[C@]26O[C@@H]1C(C)=C
314	C[C@H](C[C@H]1O2)[C@H]([C@@](C)(CC3)[C@@](C)([C@H]4O)[C@H](CC5)[C@]3(C3)[C@@]3(CC3)[C@H]5C(C)(C)[C@H]3O[C@@H]([C@@H]([C@H]3O)O)OC[C@H]3O)[C@]24O[C@@H]1C(C)=C
315	CN(CC1)[C@H](Cc(cc2)cc(Oc3ccc(C[C@@H](c4c5Oc6c7)N(C)CCc4c4)cc3)c2OC)c7c1cc6Oc5c4OC
316	CC(C)(CC[C@@]12COC(C)=O)C[C@@H]2C2=CC[C@H]([C@@](C)(CC3)[C@H](C[C@@H]4OC(C)=O)C(C)(C)C3=O)[C@]4(C)[C@]2(C)C[C@@H]1OC(C)=O
317	C[C@H](C[C@@]1(OC[C@]2(C)O[C@H]12)O[C@H]1C2)[C@@H]1[C@@](C)(CC1)[C@]2(C)[C@H]([C@H](C2)O)[C@]1(C1)[C@@]1(CC1)[C@H]2C(C)(C)[C@@H]1O[C@@H]([C@@H]([C@H]1O)O)OC[C@H]1O
318	C[C@H](C[C@@]1(OC[C@]2(C)O[C@H]12)O[C@H]1C2)[C@@H]1[C@@](C)(CC1)[C@]2(C)[C@H]([C@H](C2)O)[C@]1(C1)[C@@]1(CC1)[C@H]2C(C)(C)[C@@H]1O[C@H]([C@H]([C@H]1O)O)OC[C@H]1O
319	CCC1=C(C)/C2=C/[C@H]([C@@H]([C@H]3C)C=C)[NH2+][C@H]3/C=C(/[C@@H](C)[C@H]3CCC(O)=O)\N=C3C([C@H](C(OC)=O)C([C@H]3[C@@H]4C)=O)=C3[NH2+]/C4=C\C1=N2
320	CCCCCCCCCCCC/C=C\CC[C@H]([C@@H](CC[C@@H]([C@H]1O[C@H](CCCCC[C@@H](CC2=C[C@H](C)OC2=O)O)CC1)O)O)O
321	CN(CCc1c2)[C@H](Cc(cc3)cc(Oc4cccc(C[C@@H](c5c6O7)NCCc5cc5c6OCO5)c4)c3OC)c1cc7c2OC
322	CN(CCc1cc2c3OCO2)[C@H](Cc(cc2)ccc2Oc(cc(C[C@H](c2c4)NCCc2c2)cc5)c5OC)c1c3Oc4c2OC
323	C[N@@+](CCc1cc2c3OCO2)([C@@H](Cc(cc2)ccc2Oc(cc(CC(c2c4)=NCCc2c2)cc5)c5OC)c1c3Oc4c2OC)[OH-]
324	C[C@H](CC[C@]1([C@H]2C3=CC[C@H]([C@@](C)(CC4)[C@@H](CC5)C(C)(C)[C@H]4O)[C@]5(C)[C@]3(C)CC1)C(O[C@@H]([C@@H]([C@@H]1O)O)O[C@@H](CO)[C@@H]1O)=O)[C@@]2(C)O
325	CN(CCc1c2)[C@H](Cc(cc3)cc(Oc4ccc(C[C@@H]5N(C)CCc(cc6OC)c5c(O5)c6O)cc4)c3OC)c1cc5c2OC
326	COc(cc(c(c(O[C@@H]([C@@H]1O[C@@H]([C@@H]([C@@H]2O)O)OC[C@@H]2O)OC[C@]1(CO)O)c1CO2)c3)c(-c(cc4)cc5c4OCO5)c1C2=O)c3OC
327	C[C@H](C[C@H](C=C(C)C)OC)[C@@H](CC1)[C@@](C)(CC2)[C@]1(C)[C@H]([C@H](C=C([C@H]1CC3)C(C)(C)[C@H]3O)O[C@H]([C@H]([C@@H]3O)O)O[C@@H](CO)[C@H]3O)[C@@]12C=O
328	C[C@H](C/C=C/C(C)(C)OC)[C@@H](CC1)[C@@](C)(CC2)[C@]1(C)[C@H]([C@H](C=C([C@H]1CC3)C(C)(C)[C@H]3O)O[C@H]([C@H]([C@@H]3O)O)O[C@@H](CO)[C@H]3O)[C@@]12C=O
329	C[C@@H]([C@@H]([C@H]([C@H]1O)O)O)O[C@H]1O[C@H]([C@H]([C@H](OCCc(cc1)cc(OC)c1O)O[C@@H]1CO)O)[C@@H]1OC(/C=C\c(cc1)cc(OC)c1O)=O
330	C[C@@]([C@H]1[C@@H]2C1)([C@H](CC1=C3CO)[C@@]2(COC(/C(/C)=C/C)=O)O)[C@H](CC([C@@H]2[C@H]4C2)=C([C@@H]2/C(/C5=O)=C(\C)/C(OC)=O)[C@@]4(C)[C@@H]5O)[C@@]12OC3=O
331	C[C@H]([C@@H]([C@@H]1[C@@]2([C@@H]([C@@]3(CO)O[C@H]33)O)O)[C@@H](C)CCCCCCC[C@]4(O[C@]5(C[C@H]6C)C(C)=C)O[C@]16[C@@H]3[C@H]5O4)[C@@H]2OC(c1ccccc1)=O
332	C[C@H]([C@@H]([C@@H]1[C@@]2([C@@H]([C@@]3(CO)O[C@H]33)O)O)[C@H](C)CCCCCCC[C@]4(O[C@]5(C[C@H]6C)C(C)=C)O[C@]16[C@@H]3[C@H]5O4)[C@@H]2OC(c1ccccc1)=O
333	C[C@H](C[C@H]1O2)[C@H]([C@@](C)(CC3)[C@@](C)([C@H]4O)[C@H](CC5)[C@]3(C3)[C@@]3(CC3)[C@H]5C(C)(C)[C@H]3O[C@@H]([C@@H]([C@H]3OC(C)=O)O)OC[C@@H]3O)[C@]24O[C@@H]1C(C)=C
334	CC(C)(CC[C@]1([C@H]2C3=CC[C@H]([C@@](C)(C[C@H]4O)[C@H](CC5)C(C)(C)[C@@H]4O)[C@]5(C)[C@]3(C)CC1)C(O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@H]1O)=O)[C@H]2O
335	CN(CCc1c2)[C@H](Cc(cc3)ccc3OC)c1cc(Oc(cc(C[C@H]1N(C)CCc(cc3OC)c1cc3OC)cc1)c1O)c2OC
336	CC[C@@](CCC1)(C2)[C@@H]3N1CC[C@@H]([C@@H]1[C@H]4CCCC1)[C@H]3[N@H+]4[C@H]2[C@@H](C[C@@H]([C@H](C1)N2)[C@@](CC3)([C@H]4N3CC=C[C@@]4(CC)C3)C2=C3C(OC)=O)[C@H]1O
337	C[C@H](C[C@H]1O2)[C@H]([C@@](C)(CC[C@@]3(C4)[C@]44CC5)[C@@](C)([C@H]6O)C3=CC[C@@H]4C(C)(C)[C@H]5O[C@H]([C@H]([C@@H]3O)O)OC[C@H]3O)[C@]26O[C@@H]1C(C)(C)OC(C)=O
338	C[C@H](C[C@H]1O2)[C@H]([C@@](C)(CC3)[C@@](C)([C@H]4O)[C@H](CC5)[C@]3(C3)[C@@]3(CC3)[C@H]5C(C)(C)[C@H]3O[C@@H]([C@@H]([C@H]3O)OC(C)=O)OC[C@@H]3OC(C)=O)[C@]24O[C@@H]1C(C)(C)O
339	C[C@H](C[C@H]1O2)[C@H]([C@@](C)(CC3)[C@@](C)([C@H]4O)[C@H](CC5)[C@]3(C3)[C@@]3(CC3)[C@H]5C(C)(C)[C@H]3O[C@@H]([C@@H]([C@H]3OC(C)=O)O)OC[C@@H]3OC(C)=O)[C@]24O[C@@H]1C(C)(C)O
340	C[C@@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H]1[C@H]3[C@@](C)(CC[C@@H](C3)O[C@H]([C@@H]([C@H]4O)O)O[C@H](CO)[C@H]4O[C@H]([C@H]([C@@H]4O)O)O[C@H](C)[C@H]4O)C3=CC1)[C@@]21OC[C@@H](C)CC1
341	C[C@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H]1[C@H]3[C@@](C)(CC[C@H](C3)O[C@H]([C@@H]([C@H]4O)O)O[C@H](CO)[C@H]4O[C@H]([C@H]([C@@H]4O)O)O[C@H](C)[C@H]4O)C3=CC1)[C@]21OC[C@@H](C)CC1
342	CC[C@]1(C2)C=CCN(CC3)[C@H]1[C@]3(c(cc([C@@H](C[C@@]13c(cccc4)c4N[C@@]1(CC1)[C@@H](C4)C(OC)=O)N5[C@@H]3[C@]14C=CC5)c(O)c1)c1N1)C1=C2C(OC)=O
343	CC[C@@]12C(C(OC)=O)=C3Nc4cc(O)c([C@@H]5N(CC[C@@]6([C@]7(C8)C(OC)=O)c(cccc9)c9NC7=O)[C@H]6[C@@]8(C=C)C=C5)cc4[C@H]3[C@@H](CC3)[C@@H]2N3CC=C1
344	CC[C@@]12C(C(OC)=O)=C3Nc4cc(O)c([C@H]5N(CC[C@@]6([C@]7(C8)C(OC)=O)c(cccc9)c9NC7=O)[C@H]6[C@@]8(C=C)C=C5)cc4[C@H]3[C@@H](CC3)[C@@H]2N3CC=C1
345	C[C@]([C@H]1[C@H]2C1)([C@@H](CC1=C3OC(CCC(O)=O)=O)[C@@]2(O)OC(/C=C(\C)/CO)=O)[C@H](CC([C@@H]2[C@H]4C2)=C([C@@H]2/C(/C5=O)=C(\C)/C(OC)=O)[C@@]4(C)[C@@H]5O)[C@@]12OC3=O
346	C[C@]([C@H]1[C@@H]2C1)([C@@H](CC1=C3COC(CCC(OC/C=C(\C)/C(OC4)=O)=O)=O)[C@]24O)[C@@H](CC([C@@H]2[C@H]4C2)=C([C@H]2/C(/C5=O)=C(\C)/C(OC)=O)[C@]4(C)[C@@H]5O)[C@@]12OC3=O
347	CC(C)[C@H](C[C@@H]1O)[C@@](COC(C)=O)(CC2)[C@H]1[C@]1(C)[C@]2(C)[C@@H]([C@H](C[C@@H](C2(C)C)[C@@]3(C)CC[C@@H]2O[C@H]([C@H]([C@@H]2O)O)O[C@@H](CO[C@@H]([C@@H]([C@H]4O)O)O[C@H](CO)[C@H]4O)[C@@H]2O)O)C3=CC1
348	C[C@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H]1[C@H]3[C@@](C)(CC[C@@H](C3)O[C@H]([C@@H]([C@H]4O)O[C@H]([C@H]([C@H]5O)O)O[C@H](C)[C@H]5O)O[C@H](CO)[C@H]4O[C@H]([C@H]([C@@H]4O)O)O[C@@H](C)[C@H]4O)C3=CC1)[C@@]21OC[C@H](C)CC1
349	C[C@@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H]1[C@H]3[C@@](C)(CC[C@H](C3)O[C@H]([C@@H]([C@H]4O)O[C@H]([C@H]([C@@H]5O)O)O[C@H](C)[C@H]5O)O[C@H](CO)[C@H]4O[C@H]([C@H]([C@@H]4O)O)O[C@@H](C)[C@H]4O)C3=CC1)[C@]21OC[C@@H](C)CC1
350	C[C@@H]([C@@H]([C@H](C1)O2)[C@@](C)(CC3)[C@@H]1[C@H](CC1)[C@H]3[C@@](C)(CC3)[C@@H]1C[C@H]3O[C@H]([C@@H]([C@H]1O)O[C@@H]([C@@H]([C@H]3O)O)O[C@H](C)[C@H]3O)O[C@H](CO)[C@H]1O[C@H]([C@H]([C@@H]1O)O)O[C@H](C)[C@H]1O)[C@@]21OC[C@@H](C)CC1
351	C[C@@H]([C@@]1(O[C@@H]2C[C@@H]3[C@@]4(C)CC[C@H]5[C@@](C)(CC[C@@H](C6)O[C@@H]([C@@H]([C@H]7O)O[C@@H]([C@@H]([C@@H]8O)O)O[C@@H](C)[C@@H]8O)O[C@H](CO)[C@H]7O[C@@H]([C@@H]([C@@H]7O)O)O[C@@H](C)[C@@H]7O)C6=CC[C@H]35)OC[C@@H](C)CC1)[C@@]24O
352	C[C@H](C(N[C@@H](C)C(N(C)[C@@H](Cc(cc1)ccc1OC)C(N[C@@H](C)C(N(C)[C@H](Cc(cc1)cc(-c(cc(C[C@@H]2N3C)cc4)c4O[C@@H]([C@H]([C@H]4O)O)O[C@H](CO)[C@H]4O)c1O)C3=O)=O)=O)=O)=O)NC2=O
